rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
2521	bulk-prototype	CAIStateGroup_MinionReactToUnconsciousPerson	100000	4	4	0	0	0	0	0
2522	bulk-prototype	CAIStateGroup_MinionSitAtHome	100000	6	6	0	0	0	0	0
2523	bulk-prototype	CAIStateGroup_MinionSitAtInn	100000	3	3	0	0	0	0	0
2524	bulk-prototype	CAIStateGroup_MinionSitAtSchool	100000	6	6	0	0	0	0	0
2525	bulk-prototype	CAIStateGroup_MinionSitAtWork	100000	2	2	0	0	0	0	0
2526	bulk-prototype	CAIStateGroup_MinionSitOnSeat	100000	4	4	0	0	0	0	0
2527	bulk-prototype	CAIStateGroup_MinionSitOnSeatBase	100000	6	6	0	0	0	0	0
2528	bulk-prototype	CAIStateGroup_MinionSitOutside	100000	5	5	0	0	0	0	0
2529	bulk-prototype	CAIStateGroup_MinionSleep	100000	6	6	0	0	0	0	0
2530	bulk-prototype	CAIStateGroup_MinionWalkToMarker	100000	2	2	0	0	0	0	0
2531	bulk-prototype	CAIStateGroup_MinionWander	100000	3	3	0	0	0	0	0
2532	bulk-prototype	CAIStateGroup_MinionWatchFires	100000	6	6	0	0	0	0	0
2533	bulk-prototype	CAIStateGroup_MinionWorkInInn	100000	3	3	0	0	0	0	0
2534	bulk-prototype	CAIStateGroup_NonVillageGuardPatrol	100000	4	4	0	0	0	0	0
2535	bulk-prototype	CAIStateGroup_NymphAttack	100000	3	3	0	0	0	0	0
2536	bulk-prototype	CAIStateGroup_NymphFloatAround	100000	3	3	0	0	0	0	0
2537	bulk-prototype	CAIStateGroup_OnHeroPush	100000	2	2	0	0	0	0	0
2538	bulk-prototype	CAIStateGroup_OpenAndCloseShop	100000	4	4	0	0	0	0	0
2539	bulk-prototype	CAIStateGroup_PerformAction	100000	2	2	0	0	0	0	0
2540	bulk-prototype	CAIStateGroup_PrepareMeal	100000	7	7	0	0	0	0	0
2541	bulk-prototype	CAIStateGroup_RangedCombatUsePreferredFirePoint	100000	9	9	0	0	0	0	0
2542	bulk-prototype	CAIStateGroup_ReactToDeadLeader	100000	5	5	0	0	0	0	0
2543	bulk-prototype	CAIStateGroup_RockTroll	100000	3	3	0	0	0	0	0
2544	bulk-prototype	CAIStateGroup_ScorpionKing	100000	7	7	0	0	0	0	0
2545	bulk-prototype	CAIStateGroup_ScreamerPursueTarget	100000	2	2	0	0	0	0	0
2546	bulk-prototype	CAIStateGroup_ScriptingBase<CAIStateGroupBase>	100000	1	1	0	0	0	0	0
2547	bulk-prototype	CAIStateGroup_SeekEnemy	100000	6	6	0	0	0	0	0
2548	bulk-prototype	CAIStateGroup_SeekPerceivedThing	100000	5	5	0	0	0	0	0
2549	bulk-prototype	CAIStateGroup_SeekScriptTarget	100000	6	6	0	0	0	0	0
2550	bulk-prototype	CAIStateGroup_SellToBuyer	100000	3	3	0	0	0	0	0
2551	bulk-prototype	CAIStateGroup_ServeFood	100000	6	6	0	0	0	0	0
2552	bulk-prototype	CAIStateGroup_ServeFoodAtHome	100000	3	3	0	0	0	0	0
2553	bulk-prototype	CAIStateGroup_ServeFoodAtTavern	100000	3	3	0	0	0	0	0
2554	bulk-prototype	CAIStateGroup_SetupWares	100000	3	3	0	0	0	0	0
2555	bulk-prototype	CAIStateGroup_ShopkeeperWatchPlayer	100000	1	1	0	0	0	0	0
2556	bulk-prototype	CAIStateGroup_SitForMeal	100000	13	13	0	0	0	0	0
2557	bulk-prototype	CAIStateGroup_SitInPub	100000	4	4	0	0	0	0	0
2558	bulk-prototype	CAIStateGroup_SitRoundCampfire	100000	7	7	0	0	0	0	0
2559	bulk-prototype	CAIStateGroup_SkillPractice	100000	3	3	0	0	0	0	0
2560	bulk-prototype	CAIStateGroup_SleepOnFloor	100000	4	4	0	0	0	0	0
2561	bulk-prototype	CAIStateGroup_SmallBirdWander	100000	1	1	0	0	0	0	0
2562	bulk-prototype	CAIStateGroup_StandStill	100000	1	1	0	0	0	0	0
2563	bulk-prototype	CAIStateGroup_StayNearFoodHall	100000	2	2	0	0	0	0	0
2564	bulk-prototype	CAIStateGroup_StayNearSchool	100000	2	2	0	0	0	0	0
2565	bulk-prototype	CAIStateGroup_StealStealableItem	100000	7	7	0	0	0	0	0
2566	bulk-prototype	CAIStateGroup_StealthSeekEnemy	100000	7	7	0	0	0	0	0
2567	bulk-prototype	CAIStateGroup_SummonerLightningAttack	100000	5	5	0	0	0	0	0
2568	bulk-prototype	CAIStateGroup_SummonerSummon	100000	3	3	0	0	0	0	0
2569	bulk-prototype	CAIStateGroup_TavernKeeper	100000	18	18	0	0	0	0	0
2570	bulk-prototype	CAIStateGroup_TavernServer	100000	18	18	0	0	0	0	0
2571	bulk-prototype	CAIStateGroup_TellStory	100000	3	3	0	0	0	0	0
2572	bulk-prototype	CAIStateGroup_TestTestTest	100000	2	2	0	0	0	0	0
2573	bulk-prototype	CAIStateGroup_ThrowLogsOnFire	100000	4	4	0	0	0	0	0
2574	bulk-prototype	CAIStateGroup_Thunder	100000	6	6	0	0	0	0	0
2575	bulk-prototype	CAIStateGroup_TrollBase	100000	6	6	0	0	0	0	0
2576	bulk-prototype	CAIStateGroup_UsesSeat	100000	9	9	0	0	0	0	0
2577	bulk-prototype	CAIStateGroup_VersusEnemyBase	100000	4	4	0	0	0	0	0
2578	bulk-prototype	CAIStateGroup_VersusRockTroll	100000	2	2	0	0	0	0	0
2579	bulk-prototype	CAIStateGroup_VersusScorpionKing	100000	7	7	0	0	0	0	0
2580	bulk-prototype	CAIStateGroup_VillageTaskHorn	100000	4	4	0	0	0	0	0
2581	bulk-prototype	CAIStateGroup_VillageTaskPatrol	100000	5	5	0	0	0	0	0
2582	bulk-prototype	CAIStateGroup_VillageTaskPickCrops	100000	4	4	0	0	0	0	0
2583	bulk-prototype	CAIStateGroup_VillageTaskSecuritySweep	100000	5	5	0	0	0	0	0
2584	bulk-prototype	CAIStateGroup_VillageTaskTorch	100000	4	4	0	0	0	0	0
2585	bulk-prototype	CAIStateGroup_Wander	100000	1	1	0	0	0	0	0
2586	bulk-prototype	CAIStateGroup_WanderAroundInitialPos	100000	2	2	0	0	0	0	0
2587	bulk-prototype	CAIStateGroup_WanderAroundShops	100000	8	8	0	0	0	0	0
2588	bulk-prototype	CAIStateGroup_WhisperRetreat	100000	10	10	0	0	0	0	0
2589	bulk-prototype	CAIStateGroup_WifeGiveYouGift	100000	4	4	0	0	0	0	0
2590	bulk-prototype	CAIStateGroup_WorkAtSchool	100000	10	10	0	0	0	0	0
2591	bulk-prototype	CAIStateGroup_WorkBase<CAIStateGroupBase>	100000	7	7	0	0	0	0	0
2592	bulk-prototype	CAIStateGroup_WorkHammerAnvil	100000	6	6	0	0	0	0	0
2593	bulk-prototype	CAIStateGroup_WorkInWarehouse	100000	5	5	0	0	0	0	0
2594	bulk-prototype	CAIStateGroup_WorkSawingWood	100000	6	6	0	0	0	0	0
2595	bulk-prototype	CAnimatedBlock	100000	8	8	0	0	0	0	0
2596	bulk-prototype	CAnimatingObjectDef	100000	3	3	0	0	0	0	0
2597	bulk-prototype	CAnimationData	100000	3	3	0	0	0	0	0
2598	bulk-prototype	CAnimComponentStrikeResponseAnim	100000	7	7	0	0	0	0	0
2599	bulk-prototype	CAnimInit	100000	1	1	0	0	0	0	0
2600	bulk-prototype	CAppearanceDef	100000	3	3	0	0	0	0	0
2601	bulk-prototype	CAppearanceModifierDef	100000	8	8	0	0	0	0	0
2602	bulk-prototype	CAppearanceModifierScalingDef	100000	3	3	0	0	0	0	0
2603	bulk-prototype	CApplyAdditionalImpulseIfInCombatAndTooClose	100000	2	2	0	0	0	0	0
2604	bulk-prototype	CApplyAdditionalPlayerImpulseIfTooClose	100000	1	1	0	0	0	0	0
2605	bulk-prototype	CApprenticeSpeedTest	100000	1	1	0	0	0	0	0
2606	bulk-prototype	CArcheryCompetitionSignpost	100000	1	1	0	0	0	0	0
2607	bulk-prototype	CAreaOfEffectAttackDef	100000	4	4	0	0	0	0	0
2608	bulk-prototype	CArenaCreatureDef	100000	1	1	0	0	0	0	0
2609	bulk-prototype	CArenaEnemy	100000	1	1	0	0	0	0	0
2610	bulk-prototype	CArenaHeroGate	100000	1	1	0	0	0	0	0
2611	bulk-prototype	CArenaRoundDef	100000	3	3	0	0	0	0	0
2612	bulk-prototype	CArenaSpawn	100000	1	1	0	0	0	0	0
2613	bulk-prototype	CArmourDef	100000	3	3	0	0	0	0	0
2614	bulk-prototype	CArray<CArray<C2DCoordI>_>	100000	1	1	0	0	0	0	0
2615	bulk-prototype	CArray<CCharString>	100000	1	1	0	0	0	0	0
2616	bulk-prototype	CArray<std::pair<CCharString	100000	6	6	0	0	0	0	0
2617	bulk-prototype	CArray<std::pair<long	100000	24	24	0	0	0	0	0
2618	bulk-prototype	CArray<std::pair<unsigned_long	100000	40	40	0	0	0	0	0
2619	bulk-prototype	CArray<unsigned_char>	100000	3	3	0	0	0	0	0
2620	bulk-prototype	CArray<unsigned_short>	100000	7	7	0	0	0	0	0
2621	bulk-prototype	CArtefact	100000	2	2	0	0	0	0	0
2622	bulk-prototype	CAS_Ambusher	100000	2	2	0	0	0	0	0
2623	bulk-prototype	CAS_Buddy	100000	1	1	0	0	0	0	0
2624	bulk-prototype	CAS_Trickster	100000	1	1	0	0	0	0	0
2625	bulk-prototype	CAssassin2	100000	2	2	0	0	0	0	0
2626	bulk-prototype	CAssoc	100000	138	138	0	0	0	0	0
2627	bulk-prototype	CASuspendableProcess	100000	6	6	0	0	0	0	0
2628	bulk-prototype	CAT_BanditAlly	100000	2	2	0	0	0	0	0
2629	bulk-prototype	CAT_BanditContact	100000	2	2	0	0	0	0	0
2630	bulk-prototype	CAT_BanditContactEnd	100000	1	1	0	0	0	0	0
2631	bulk-prototype	CAT_ConvoyMember	100000	2	2	0	0	0	0	0
2632	bulk-prototype	CAT_ConvoySpy	100000	2	2	0	0	0	0	0
2633	bulk-prototype	CAT_Phase1Archer	100000	2	2	0	0	0	0	0
2634	bulk-prototype	CAT_Phase1Guard	100000	2	2	0	0	0	0	0
2635	bulk-prototype	CAT_Phase3Archer	100000	6	6	0	0	0	0	0
2636	bulk-prototype	CAT_Phase3Guard	100000	1	1	0	0	0	0	0
2637	bulk-prototype	CAT_Sentry	100000	1	1	0	0	0	0	0
2638	bulk-prototype	CATO_MagicBarrier	100000	1	1	0	0	0	0	0
2639	bulk-prototype	CAttachingThingsDialog	100000	1	1	0	0	0	0	0
2640	bulk-prototype	CAttackHistoryCombo	100000	1	1	0	0	0	0	0
2641	bulk-prototype	CAttackingAssassin	100000	2	2	0	0	0	0	0
2642	bulk-prototype	CAttackingBandit	100000	2	2	0	0	0	0	0
2643	bulk-prototype	CAttackPatternDef	100000	3	3	0	0	0	0	0
2644	bulk-prototype	CAugmentationDef	100000	4	4	0	0	0	0	0
2645	bulk-prototype	CAutoPickupBar	100000	2	2	0	0	0	0	0
2646	bulk-prototype	CBalverineBattleDef	100000	6	6	0	0	0	0	0
2647	bulk-prototype	CBalverineFightingGuard	100000	2	2	0	0	0	0	0
2648	bulk-prototype	CBalvMarker	100000	1	1	0	0	0	0	0
2649	bulk-prototype	CBanditAttacker	100000	1	1	0	0	0	0	0
2650	bulk-prototype	CBanditCommentMarker	100000	1	1	0	0	0	0	0
2651	bulk-prototype	CBanditCronies	100000	1	1	0	0	0	0	0
2652	bulk-prototype	CBanditExtra	100000	1	1	0	0	0	0	0
2653	bulk-prototype	CBanditFirstWave	100000	1	1	0	0	0	0	0
2654	bulk-prototype	CBanditInRoomSample	100000	1	1	0	0	0	0	0
2655	bulk-prototype	CBanditKing	100000	1	1	0	0	0	0	0
2656	bulk-prototype	CBanditLeader	100000	1	1	0	0	0	0	0
2657	bulk-prototype	CBankFileAsync	100000	9	9	0	0	0	0	0
2658	bulk-prototype	CBankFileEntryUpdateData	100000	7	7	0	0	0	0	0
2659	bulk-prototype	CBankFileManager	100000	9	9	0	0	0	0	0
2660	bulk-prototype	CBaseBlock	100000	2	2	0	0	0	0	0
2661	bulk-prototype	CBaseInit	100000	1	1	0	0	0	0	0
2662	bulk-prototype	CBattleGuard	100000	1	1	0	0	0	0	0
2663	bulk-prototype	CBBBClientUser	100000	1	1	0	0	0	0	0
2664	bulk-prototype	CBeggar	100000	2	2	0	0	0	0	0
2665	bulk-prototype	CBenTestScriptsScript	100000	1	1	0	0	0	0	0
2666	bulk-prototype	CBettingDef	100000	3	3	0	0	0	0	0
2667	bulk-prototype	CBezierCurve	100000	1	1	0	0	0	0	0
2668	bulk-prototype	CBH_GangDeputy2	100000	1	1	0	0	0	0	0
2669	bulk-prototype	CBH_GangGrunt	100000	1	1	0	0	0	0	0
2670	bulk-prototype	CBH_GangGruntSpawn	100000	1	1	0	0	0	0	0
2671	bulk-prototype	CBH_GangLeader	100000	1	1	0	0	0	0	0
2672	bulk-prototype	CBH_Hostage1	100000	1	1	0	0	0	0	0
2673	bulk-prototype	CBH_Hostage2	100000	1	1	0	0	0	0	0
2674	bulk-prototype	CBlendedParticleEffectSet	100000	2	2	0	0	0	0	0
2675	bulk-prototype	CBlockedEntrance	100000	2	2	0	0	0	0	0
2676	bulk-prototype	CBlockingBandit	100000	1	1	0	0	0	0	0
2677	bulk-prototype	CBoastingPodiumDef	100000	3	3	0	0	0	0	0
2678	bulk-prototype	CBodyGuard	100000	1	1	0	0	0	0	0
2679	bulk-prototype	CBoneInfo	100000	1	1	0	0	0	0	0
2680	bulk-prototype	CBonusItemDef	100000	3	3	0	0	0	0	0
2681	bulk-prototype	CBordelloEntrance	100000	1	1	0	0	0	0	0
2682	bulk-prototype	CBordelloLady	100000	1	1	0	0	0	0	0
2683	bulk-prototype	CBountyHuntActivationChecker	100000	3	3	0	0	0	0	0
2684	bulk-prototype	CBowerstoneIntroGuard	100000	3	3	0	0	0	0	0
2685	bulk-prototype	CBrainDef	100000	3	3	0	0	0	0	0
2686	bulk-prototype	CBRIAR_ROSE_IMPOSTER	100000	1	1	0	0	0	0	0
2687	bulk-prototype	CBriarRoseDef	100000	3	3	0	0	0	0	0
2688	bulk-prototype	CBrushLibraryDialog	100000	1	1	0	0	0	0	0
2689	bulk-prototype	CBS_Teacher	100000	4	4	0	0	0	0	0
2690	bulk-prototype	CBSGateGuard	100000	1	1	0	0	0	0	0
2691	bulk-prototype	CBufferChunk	100000	1	1	0	0	0	0	0
2692	bulk-prototype	CBulletTimeManager	100000	5	5	0	0	0	0	0
2693	bulk-prototype	CBurningPerson	100000	1	1	0	0	0	0	0
2694	bulk-prototype	CBuyableHouseDef	100000	3	3	0	0	0	0	0
2695	bulk-prototype	CBuyHouseDef	100000	4	4	0	0	0	0	0
2696	bulk-prototype	CCachedFile	100000	14	14	0	0	0	0	0
2697	bulk-prototype	CCachedVolumes	100000	1	1	0	0	0	0	0
2698	bulk-prototype	CCameraCollisionDef	100000	3	3	0	0	0	0	0
2699	bulk-prototype	CCameraManagerDef	100000	3	3	0	0	0	0	0
2700	bulk-prototype	CCameraManagerSetDef	100000	3	3	0	0	0	0	0
2701	bulk-prototype	CCameraModeDef	100000	3	3	0	0	0	0	0
2702	bulk-prototype	CCameraPointModeBase	100000	3	3	0	0	0	0	0
2703	bulk-prototype	CCampHostage2	100000	1	1	0	0	0	0	0
2704	bulk-prototype	CCampHostageDoor	100000	1	1	0	0	0	0	0
2705	bulk-prototype	CCard	100000	2	2	0	0	0	0	0
2706	bulk-prototype	CCardinalSpline	100000	1	1	0	0	0	0	0
2707	bulk-prototype	CCarryableDef	100000	3	3	0	0	0	0	0
2708	bulk-prototype	CCarryingDef	100000	3	3	0	0	0	0	0
2709	bulk-prototype	CCarrySlotDef	100000	3	3	0	0	0	0	0
2710	bulk-prototype	CCeremonialEffect	100000	1	1	0	0	0	0	0
2711	bulk-prototype	CCham	100000	7	7	0	0	0	0	0
2712	bulk-prototype	CChasingScreamer	100000	1	1	0	0	0	0	0
2713	bulk-prototype	CCheckTheSilverKeyChest	100000	1	1	0	0	0	0	0
2714	bulk-prototype	CChestHidingAssassin	100000	1	1	0	0	0	0	0
2715	bulk-prototype	CChickenSign	100000	3	3	0	0	0	0	0
2716	bulk-prototype	CChunkCollectionIndicator	100000	3	3	0	0	0	0	0
2717	bulk-prototype	CChunkedFileRawDataChunk	100000	9	9	0	0	0	0	0
2718	bulk-prototype	CClassFactory	100000	8	8	0	0	0	0	0
2719	bulk-prototype	CClockDef	100000	3	3	0	0	0	0	0
2720	bulk-prototype	CClosedShapeBase	100000	1	1	0	0	0	0	0
2721	bulk-prototype	CCodeSectionManager	100000	5	5	0	0	0	0	0
2722	bulk-prototype	CCOE_AltarEvil	100000	12	12	0	0	0	0	0
2723	bulk-prototype	CCOE_Victim	100000	1	1	0	0	0	0	0
2724	bulk-prototype	CCoinGameObstacleDef	100000	3	3	0	0	0	0	0
2725	bulk-prototype	CCombatAbility	100000	3	3	0	0	0	0	0
2726	bulk-prototype	CCombatAbilityAttackBase	100000	1	1	0	0	0	0	0
2727	bulk-prototype	CCombatAbilityBlockCounterAttackDef	100000	2	2	0	0	0	0	0
2728	bulk-prototype	CCombatAbilityBlockHeavyWeaponAttackDef	100000	2	2	0	0	0	0	0
2729	bulk-prototype	CCombatAbilityBlockLightWeaponAttackDef	100000	2	2	0	0	0	0	0
2730	bulk-prototype	CCombatAbilityBlockProjectileWeaponAttackDef	100000	2	2	0	0	0	0	0
2731	bulk-prototype	CCombatAbilityBlockUnarmedAttackDef	100000	2	2	0	0	0	0	0
2732	bulk-prototype	CCombatAbilityFlourishCounterAttackDef	100000	2	2	0	0	0	0	0
2733	bulk-prototype	CCombatAbilityGetHitCounterAttackDef	100000	2	2	0	0	0	0	0
2734	bulk-prototype	CCombatAction_GenericBreakOffDrain	100000	3	3	0	0	0	0	0
2735	bulk-prototype	CCombatAction_GenericStrikeResponseKnockdownRecover	100000	1	1	0	0	0	0	0
2736	bulk-prototype	CCombatAction_GenericStrikeResponseKnockdownRecoverFromDeath	100000	3	3	0	0	0	0	0
2737	bulk-prototype	CCombatAction_Guildmaster_HealFollowersRelease	100000	4	4	0	0	0	0	0
2738	bulk-prototype	CCombatAction_Guildmaster_ShieldFollowersInto	100000	2	2	0	0	0	0	0
2739	bulk-prototype	CCombatAction_Guildmaster_ShieldFollowersRelease	100000	3	3	0	0	0	0	0
2740	bulk-prototype	CCombatAction_Guildmaster_SpeedUpFollowersInto	100000	2	2	0	0	0	0	0
2741	bulk-prototype	CCombatAction_Guildmaster_SpeedUpFollowersRelease	100000	3	3	0	0	0	0	0
2742	bulk-prototype	CCombatAction_RecoverFromDazed	100000	3	3	0	0	0	0	0
2743	bulk-prototype	CCombatAction_RecoverFromStunned	100000	2	2	0	0	0	0	0
2744	bulk-prototype	CCombatAction_StrikeResponseJackOfBladesIntoRush	100000	7	7	0	0	0	0	0
2745	bulk-prototype	CCombatAction_StrikeResponseMazeDoForcePush	100000	2	2	0	0	0	0	0
2746	bulk-prototype	CCombatAction_StrikeResponseScorpionKing	100000	3	3	0	0	0	0	0
2747	bulk-prototype	CCombatAction_WillForcePushInto	100000	4	4	0	0	0	0	0
2748	bulk-prototype	CCombatAction_WillHealInto	100000	3	3	0	0	0	0	0
2749	bulk-prototype	CCombatAction_WillHealRelease	100000	2	2	0	0	0	0	0
2750	bulk-prototype	CCombatAction_WillShieldInto	100000	4	4	0	0	0	0	0
2751	bulk-prototype	CCombatDialogueDef	100000	3	3	0	0	0	0	0
2752	bulk-prototype	CCombatSequence2StrikeCombo	100000	4	4	0	0	0	0	0
2753	bulk-prototype	CCombatSequence_BanditAdvanceFar	100000	3	3	0	0	0	0	0
2754	bulk-prototype	CCombatSequence_BanditAttackFar	100000	4	4	0	0	0	0	0
2755	bulk-prototype	CCombatSequence_BanditAttackMiddle	100000	4	4	0	0	0	0	0
2756	bulk-prototype	CCombatSequence_BanditAttackNear	100000	4	4	0	0	0	0	0
2757	bulk-prototype	CCombatSequence_BanditAttackSide	100000	4	4	0	0	0	0	0
2758	bulk-prototype	CCombatSequence_BanditBoast	100000	4	4	0	0	0	0	0
2759	bulk-prototype	CCombatSequence_BanditIdleMiddle	100000	3	3	0	0	0	0	0
2760	bulk-prototype	CCombatSequence_BanditIdleNear	100000	3	3	0	0	0	0	0
2761	bulk-prototype	CCombatSequence_BanditKingAdvance	100000	4	4	0	0	0	0	0
2762	bulk-prototype	CCombatSequence_BanditKingAttack	100000	5	5	0	0	0	0	0
2763	bulk-prototype	CCombatSequence_BanditKingBackOff	100000	4	4	0	0	0	0	0
2764	bulk-prototype	CCombatSequence_BanditKingSpinAround	100000	4	4	0	0	0	0	0
2765	bulk-prototype	CCombatSequence_BanditUnblockableAttack	100000	5	5	0	0	0	0	0
2766	bulk-prototype	CCombatSequence_BattleCharge	100000	7	7	0	0	0	0	0
2767	bulk-prototype	CCombatSequence_FodderCombatIdle	100000	6	6	0	0	0	0	0
2768	bulk-prototype	CCombatSequence_FodderMainAttack	100000	4	4	0	0	0	0	0
2769	bulk-prototype	CCombatSequence_FodderSecondaryAttack	100000	4	4	0	0	0	0	0
2770	bulk-prototype	CCombatSequence_FodderUnblockableMainAttack	100000	4	4	0	0	0	0	0
2771	bulk-prototype	CCombatSequence_GenericLeader	100000	3	3	0	0	0	0	0
2772	bulk-prototype	CCombatSequence_GenericRangedAttack	100000	3	3	0	0	0	0	0
2773	bulk-prototype	CCombatSequence_NonInterruptableBoxStrafe	100000	3	3	0	0	0	0	0
2774	bulk-prototype	CCombatSequence_ScorpionLungeAttack	100000	9	9	0	0	0	0	0
2775	bulk-prototype	CCombatSequence_TrollBurrowPursue	100000	3	3	0	0	0	0	0
2776	bulk-prototype	CCombatSequence_TrollBurrowPursueNoZone	100000	3	3	0	0	0	0	0
2777	bulk-prototype	CCombatSequence_TrollDoubleSwipe	100000	4	4	0	0	0	0	0
2778	bulk-prototype	CCombatSequence_TrollDoubleSwipeNonMelee	100000	4	4	0	0	0	0	0
2779	bulk-prototype	CCombatSequence_TrollOpeningGroundPound	100000	7	7	0	0	0	0	0
2780	bulk-prototype	CCombatSequence_TrollProjectileAttack	100000	4	4	0	0	0	0	0
2781	bulk-prototype	CCombatSequence_TrollRockAdvance	100000	4	4	0	0	0	0	0
2782	bulk-prototype	CCombatSequence_TrollRockIdle	100000	3	3	0	0	0	0	0
2783	bulk-prototype	CCombatSequence_TrollRockPursue	100000	3	3	0	0	0	0	0
2784	bulk-prototype	CCombatSequence_TrollRockPursueNoZone	100000	4	4	0	0	0	0	0
2785	bulk-prototype	CCombatSequence_TrollRockShuffleBack	100000	3	3	0	0	0	0	0
2786	bulk-prototype	CCombatSequence_TrollRockThrowRock	100000	5	5	0	0	0	0	0
2787	bulk-prototype	CCombatSequence_VillagerAdvance	100000	4	4	0	0	0	0	0
2788	bulk-prototype	CCombatSequence_VillagerAttack	100000	4	4	0	0	0	0	0
2789	bulk-prototype	CCombatSequence_VillagerBackOff	100000	3	3	0	0	0	0	0
2790	bulk-prototype	CCombatSequence_VillagerCombo	100000	4	4	0	0	0	0	0
2791	bulk-prototype	CCombatSequence_VillagerComboUnblockable	100000	4	4	0	0	0	0	0
2792	bulk-prototype	CCombatSequence_VillagerNearAttack	100000	4	4	0	0	0	0	0
2793	bulk-prototype	CCombatSequence_VillagerStepIn	100000	4	4	0	0	0	0	0
2794	bulk-prototype	CCombatSequence_WillEnflame	100000	15	15	0	0	0	0	0
2795	bulk-prototype	CCombatSequence_WillForcePush	100000	11	11	0	0	0	0	0
2796	bulk-prototype	CCombatSequence_WillForcePushLongRange	100000	10	10	0	0	0	0	0
2797	bulk-prototype	CCombatSequence_WillLightning	100000	10	10	0	0	0	0	0
2798	bulk-prototype	CCombatSequence_WillPhysicalShield	100000	9	9	0	0	0	0	0
2799	bulk-prototype	CCombatSequence_WillPhysicalShieldNonMelee	100000	9	9	0	0	0	0	0
2800	bulk-prototype	CCombatSequenceDef	100000	3	3	0	0	0	0	0
2801	bulk-prototype	CCombatSequenceGeneric	100000	12	12	0	0	0	0	0
2802	bulk-prototype	CCombatSequenceJacksCombo	100000	4	4	0	0	0	0	0
2803	bulk-prototype	CCombatSequenceNonInterruptable2StrikeCombo	100000	4	4	0	0	0	0	0
2804	bulk-prototype	CCombatSequenceUnblockableFacing	100000	4	4	0	0	0	0	0
2805	bulk-prototype	CCombatSequenceWhisperAdvance	100000	4	4	0	0	0	0	0
2806	bulk-prototype	CCombatSequenceWhisperAttack360	100000	5	5	0	0	0	0	0
2807	bulk-prototype	CCombatSequenceWhisperAttackBigCombo	100000	5	5	0	0	0	0	0
2808	bulk-prototype	CCombatSequenceWhisperAttackCombo	100000	4	4	0	0	0	0	0
2809	bulk-prototype	CCombatSequenceWhisperBoast	100000	4	4	0	0	0	0	0
2810	bulk-prototype	CCombatSequenceWhisperIdles	100000	4	4	0	0	0	0	0
2811	bulk-prototype	CCombatSequenceWhisperLunge	100000	4	4	0	0	0	0	0
2812	bulk-prototype	CCombatSequenceWhisperSortYourselfOut	100000	3	3	0	0	0	0	0
2813	bulk-prototype	CCombatSequenceWhisperStrafeAround	100000	4	4	0	0	0	0	0
2814	bulk-prototype	CCombatSequenceWhisperStrikeStrafeBack	100000	4	4	0	0	0	0	0
2815	bulk-prototype	CCombatSequenceWhisperTooCloseLeapBack	100000	4	4	0	0	0	0	0
2816	bulk-prototype	CCombatTypeDef	100000	3	3	0	0	0	0	0
2817	bulk-prototype	CConfigOptionsDefaultsDef	100000	4	4	0	0	0	0	0
2818	bulk-prototype	CConsole	100000	17	17	0	0	0	0	0
2819	bulk-prototype	CConsoleCommand<CNewFrontendGameComponent>	100000	1	1	0	0	0	0	0
2820	bulk-prototype	CContainerRewardHeroDef	100000	3	3	0	0	0	0	0
2821	bulk-prototype	CContainmentVolume	100000	13	13	0	0	0	0	0
2822	bulk-prototype	CContextSensitiveItemDef	100000	5	5	0	0	0	0	0
2823	bulk-prototype	CContextSensitivePriorityCompare	100000	1	1	0	0	0	0	0
2824	bulk-prototype	CControlsDef	100000	3	3	0	0	0	0	0
2825	bulk-prototype	CCoopSpiritDef	100000	3	3	0	0	0	0	0
2826	bulk-prototype	CCorneredGuard	100000	1	1	0	0	0	0	0
2827	bulk-prototype	CCountedPointer<CDiskFileWin32>	100000	14	14	0	0	0	0	0
2828	bulk-prototype	CCountedPointer<CIPhysicsFacesSegmentBase const>	100000	1	1	0	0	0	0	0
2829	bulk-prototype	CCountedPointer<CIPhysicsFacesSegmentBase_const_>	100000	196	196	0	0	0	0	0
2830	bulk-prototype	CCountedPointer<CProgressDisplay>	100000	1	1	0	0	0	0	0
2831	bulk-prototype	CCountedPointer<CScriptThing>	100000	149	149	0	0	0	0	0
2832	bulk-prototype	CCountedPointer<CTexture>	100000	8	8	0	0	0	0	0
2833	bulk-prototype	CCountedPointer<CThreadedFile>	100000	1	1	0	0	0	0	0
2834	bulk-prototype	CCountedPointer<NUISystem::CAction>	100000	18	18	0	0	0	0	0
2835	bulk-prototype	CCountedPointer<std::vector<CCharString	100000	15	15	0	0	0	0	0
2836	bulk-prototype	CCounter	100000	4	4	0	0	0	0	0
2837	bulk-prototype	CCrateDeathMarker	100000	1	1	0	0	0	0	0
2838	bulk-prototype	CCrateStackDef	100000	3	3	0	0	0	0	0
2839	bulk-prototype	CCrateTeamMember	100000	4	4	0	0	0	0	0
2840	bulk-prototype	CCreatureAbilityDef	100000	4	4	0	0	0	0	0
2841	bulk-prototype	CCreatureAction_AddFoodToTable	100000	1	1	0	0	0	0	0
2842	bulk-prototype	CCreatureAction_BalverineBreakOffFromCombat	100000	3	3	0	0	0	0	0
2843	bulk-prototype	CCreatureAction_BalverineBreakOffFromCombatLong	100000	3	3	0	0	0	0	0
