address	category	current	proposed
0042da60	agree	?GetPSubDefInfo@CDefClassBase@@UBEPBVCSubDefInfo@1@ABVCCharString@@@Z	?GetPSubDefInfo@CDefClassBase@@UBEPBVCSubDefInfo@1@ABVCCharString@@@Z
0042da70	agree	?IsParentDef@CDefClassBase@@UBE_NXZ	?IsParentDef@CDefClassBase@@UBE_NXZ
0042da80	agree	?PostTransfer@CDefClassBase@@UAEXXZ	?PostTransfer@CDefClassBase@@UAEXXZ
0042da90	agree	?Validate@CDefClassBase@@UBEXABVCValidateDefinitionInitBase@@ABVCCharString@@@Z	?Validate@CDefClassBase@@UBEXABVCValidateDefinitionInitBase@@ABVCCharString@@@Z
0042daa0	agree	?GetPSubDefInfoMap@CDefClassBase@@UAEPAV?$CVectorMap@KVCSubDefInfo@CDefClassBase@@V?$CKeyPairCompareLess@KVCSubDefInfo@CDefClassBase@@@@@@XZ	?GetPSubDefInfoMap@CDefClassBase@@UAEPAV?$CVectorMap@KVCSubDefInfo@CDefClassBase@@V?$CKeyPairCompareLess@KVCSubDefInfo@CDefClassBase@@@@@@XZ
0042dc5c	agree	?ChangeTextureColourDepth@CNewFrontendGameComponent@@UAEXJ@Z	?ChangeTextureColourDepth@CNewFrontendGameComponent@@UAEXJ@Z
0042dc5f	agree	?OnPreDeviceReset@CNewFrontendGameComponent@@UAEXXZ	?OnPreDeviceReset@CNewFrontendGameComponent@@UAEXXZ
0042dc60	agree	?OnPostDeviceReset@CNewFrontendGameComponent@@UAE_NXZ	?OnPostDeviceReset@CNewFrontendGameComponent@@UAE_NXZ
0042ec7c	agree	?Run@CNewFrontendGameComponent@@UAE_NPAPAVCGameComponent@@@Z	?Run@CNewFrontendGameComponent@@UAE_NPAPAVCGameComponent@@@Z
0042f75e	agree	?Init@CNewFrontendGameComponent@@UAEXXZ	?Init@CNewFrontendGameComponent@@UAEXXZ
00430340	agree	?SetQuit@CNewFrontendGameComponent@@UAEXXZ	?SetQuit@CNewFrontendGameComponent@@UAEXXZ
004303b0	agree	?GetInstantiationName@CParentDefClassBase@@UBE?AVCDefString@@XZ	?GetInstantiationName@CParentDefClassBase@@UBE?AVCDefString@@XZ
004303c0	agree	?SetInstantiationName@CParentDefClassBase@@UAEXVCDefString@@@Z	?SetInstantiationName@CParentDefClassBase@@UAEXVCDefString@@@Z
004303d0	agree	?IsParentDef@CParentDefClassBase@@UBE_NXZ	?IsParentDef@CParentDefClassBase@@UBE_NXZ
004303e0	agree	?GetPSubDefInfoMap@CParentDefClassBase@@UAEPAV?$CVectorMap@KVCSubDefInfo@CDefClassBase@@V?$CKeyPairCompareLess@KVCSubDefInfo@CDefClassBase@@@@@@XZ	?GetPSubDefInfoMap@CParentDefClassBase@@UAEPAV?$CVectorMap@KVCSubDefInfo@CDefClassBase@@V?$CKeyPairCompareLess@KVCSubDefInfo@CDefClassBase@@@@@@XZ
00430470	agree	?GetSizeofClass@CControlsDef@@UAEKXZ	?GetSizeofClass@CControlsDef@@UAEKXZ
00431e30	agree	?GetSizeofClass@CFrontEndDef@@UAEKXZ	?GetSizeofClass@CFrontEndDef@@UAEKXZ
00431e70	disagree	thunk_FUN_00431e80	?Copy@CControlsDef@@UAEXPBVCDefClassBase@@@Z
00432e50	disagree	operator=	?Copy@CFrontEndDef@@UAEXPBVCDefClassBase@@@Z
004330f0	disagree	InitialiseDefaultCameraTags	?Transfer@CControlsDef@@UAEXAAVCPersistContext@@@Z
004331c0	disagree	insert<std::_Deque_const_iterator<NUISystem::CComponent*,std::allocator<NUISystem::CComponent*>_>_>	?Transfer@CFrontEndDef@@UAEXAAVCPersistContext@@@Z
0043368b	agree	?InitAndCompile@CStartupDefinitionManager@@UAEXXZ	?InitAndCompile@CStartupDefinitionManager@@UAEXXZ
00433fd0	agree	?GetSizeofClass@CEngineDef@@UAEKXZ	?GetSizeofClass@CEngineDef@@UAEKXZ
00433fe0	disagree	InitialiseDefaultCameraTags	?Transfer@CEngineDef@@UAEXAAVCPersistContext@@@Z
00434110	agree	?GetSizeofClass@CEngineVideoOptionsDef@@UAEKXZ	?GetSizeofClass@CEngineVideoOptionsDef@@UAEKXZ
00434120	disagree	InitialiseDefaultCameraTags	?Transfer@CEngineVideoOptionsDef@@UAEXAAVCPersistContext@@@Z
00434280	agree	?GetSizeofClass@CConfigOptionsDefaultsDef@@UAEKXZ	?GetSizeofClass@CConfigOptionsDefaultsDef@@UAEKXZ
00434290	disagree	InitialiseDefaultCameraTags	?Transfer@CConfigOptionsDefaultsDef@@UAEXAAVCPersistContext@@@Z
00434360	disagree	thunk_FUN_00434370	?Copy@CEngineDef@@UAEXPBVCDefClassBase@@@Z
00434440	disagree	operator=	?Copy@CEngineVideoOptionsDef@@UAEXPBVCDefClassBase@@@Z
00434590	disagree	operator=	?Copy@CConfigOptionsDefaultsDef@@UAEXPBVCDefClassBase@@@Z
00435190	disagree	InitEngine	?InitEngine@CDisplayEngine@@MAE_NXZ
004354a0	disagree	UninitEngine	?UninitEngine@CDisplayEngine@@MAEXXZ
00445620	agree	?GetType@CInputTypeXboxPadButtonEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeXboxPadButtonEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00445630	agree	?IsInputTypeWithButton@CInputTypeXboxPadButtonEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeXboxPadButtonEvent@@UBE_NW4EXboxControllerButton@@@Z
00445650	agree	?IsInputTypeWithMouseButton@CInputTypeXboxPadButtonEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeXboxPadButtonEvent@@UBE_NW4EMouseButtonControl@@@Z
00445670	agree	?GetType@CInputTypeXboxPadLeftStickEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeXboxPadLeftStickEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00445680	agree	?IsInputTypeWithButton@CInputTypeXboxPadLeftStickEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeXboxPadLeftStickEvent@@UBE_NW4EXboxControllerButton@@@Z
00445690	agree	?IsInputTypeWithMouseButton@CInputTypeXboxPadLeftStickEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeXboxPadLeftStickEvent@@UBE_NW4EMouseButtonControl@@@Z
004456b0	agree	?GetType@CInputTypeXboxPadRightStickEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeXboxPadRightStickEvent@@UBE?AW4EInputType@NControlSystem@@XZ
004456c0	agree	?IsInputTypeWithButton@CInputTypeXboxPadRightStickEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeXboxPadRightStickEvent@@UBE_NW4EXboxControllerButton@@@Z
004456d0	agree	?IsInputTypeWithMouseButton@CInputTypeXboxPadRightStickEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeXboxPadRightStickEvent@@UBE_NW4EMouseButtonControl@@@Z
004456f0	agree	?GetType@CInputTypeMouseMovementEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeMouseMovementEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00445700	agree	?IsInputTypeWithButton@CInputTypeMouseMovementEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeMouseMovementEvent@@UBE_NW4EXboxControllerButton@@@Z
00445710	agree	?IsInputTypeWithMouseButton@CInputTypeMouseMovementEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeMouseMovementEvent@@UBE_NW4EMouseButtonControl@@@Z
00445730	agree	?GetType@CInputTypeMouseWheelMovementEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeMouseWheelMovementEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00445740	agree	?IsInputTypeWithButton@CInputTypeMouseWheelMovementEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeMouseWheelMovementEvent@@UBE_NW4EXboxControllerButton@@@Z
00445750	agree	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementEvent@@UBE_NW4EMouseButtonControl@@@Z
00445770	agree	?GetType@CInputTypeMouseWheelMovementUpEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeMouseWheelMovementUpEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00445780	agree	?IsInputTypeWithButton@CInputTypeMouseWheelMovementUpEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeMouseWheelMovementUpEvent@@UBE_NW4EXboxControllerButton@@@Z
00445790	agree	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementUpEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementUpEvent@@UBE_NW4EMouseButtonControl@@@Z
004457b0	agree	?GetType@CInputTypeMouseWheelMovementDownEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeMouseWheelMovementDownEvent@@UBE?AW4EInputType@NControlSystem@@XZ
004457c0	agree	?IsInputTypeWithButton@CInputTypeMouseWheelMovementDownEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeMouseWheelMovementDownEvent@@UBE_NW4EXboxControllerButton@@@Z
004457d0	agree	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementDownEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeMouseWheelMovementDownEvent@@UBE_NW4EMouseButtonControl@@@Z
00446a30	disagree	GetGameEvent	?GetGameEvent@CGamePlayerInterface@@UBE_NAAVCGameEvent@@@Z
004479f0	agree	?GetType@CInputTypeKeyboardKeyEvent@@UBE?AW4EInputType@NControlSystem@@XZ	?GetType@CInputTypeKeyboardKeyEvent@@UBE?AW4EInputType@NControlSystem@@XZ
00447a00	agree	?IsInputTypeWithButton@CInputTypeKeyboardKeyEvent@@UBE_NW4EXboxControllerButton@@@Z	?IsInputTypeWithButton@CInputTypeKeyboardKeyEvent@@UBE_NW4EXboxControllerButton@@@Z
00447a10	agree	?IsInputTypeWithMouseButton@CInputTypeKeyboardKeyEvent@@UBE_NW4EMouseButtonControl@@@Z	?IsInputTypeWithMouseButton@CInputTypeKeyboardKeyEvent@@UBE_NW4EMouseButtonControl@@@Z
0044c12f	agree	?GetSizeofClass@CInventoryItemDef@@UAEKXZ	?GetSizeofClass@CInventoryItemDef@@UAEKXZ
0044c158	agree	?GetSizeofClass@CPhysicsDef@@UAEKXZ	?GetSizeofClass@CPhysicsDef@@UAEKXZ
0044c1cd	agree	?GetSizeofClass@CTCNoiseDef@@UAEKXZ	?GetSizeofClass@CTCNoiseDef@@UAEKXZ
0044c1f6	agree	?GetSizeofClass@CCarrySlotDef@@UAEKXZ	?GetSizeofClass@CCarrySlotDef@@UAEKXZ
0044c229	agree	?GetSizeofClass@CSmashableDef@@UAEKXZ	?GetSizeofClass@CSmashableDef@@UAEKXZ
0044c269	agree	?GetSizeofClass@CActionUseDef@@UAEKXZ	?GetSizeofClass@CActionUseDef@@UAEKXZ
0044c2e2	agree	?GetSizeofClass@CHeroMarriageDef@@UAEKXZ	?GetSizeofClass@CHeroMarriageDef@@UAEKXZ
0044c313	agree	?GetSizeofClass@CSpecialAbilitiesDrainLifeDataDef@@UAEKXZ	?GetSizeofClass@CSpecialAbilitiesDrainLifeDataDef@@UAEKXZ
0044c329	agree	?GetSizeofClass@CSpecialAbilitiesForcePushDataDef@@UAEKXZ	?GetSizeofClass@CSpecialAbilitiesForcePushDataDef@@UAEKXZ
0044c33f	agree	?GetSizeofClass@CCreatureStatsDef@@UAEKXZ	?GetSizeofClass@CCreatureStatsDef@@UAEKXZ
0044c364	agree	?GetSizeofClass@CCoopSpiritDef@@UAEKXZ	?GetSizeofClass@CCoopSpiritDef@@UAEKXZ
0044c37a	agree	?GetSizeofClass@CContextSensitiveItemDef@@UAEKXZ	?GetSizeofClass@CContextSensitiveItemDef@@UAEKXZ
0044c390	agree	?GetSizeofClass@CBonusItemDef@@UAEKXZ	?GetSizeofClass@CBonusItemDef@@UAEKXZ
0044c3a6	agree	?GetSizeofClass@CHeroTitleDef@@UAEKXZ	?GetSizeofClass@CHeroTitleDef@@UAEKXZ
0044c3d4	agree	?GetSizeofClass@CTattooDef@@UAEKXZ	?GetSizeofClass@CTattooDef@@UAEKXZ
0044c3ea	agree	?GetSizeofClass@CHairCardDef@@UAEKXZ	?GetSizeofClass@CHairCardDef@@UAEKXZ
0044c41e	agree	?TransferBinaryOut@CCombatAbilityData@@UBEXAAVCDataOutputStream@@ABV1@@Z	?TransferBinaryOut@CCombatAbilityData@@UBEXAAVCDataOutputStream@@ABV1@@Z
0044c45b	agree	?GetCombatAbilityDataType@CCombatAbilityData@@UBE?AW4ECombatAbilityDataType@@XZ	?GetCombatAbilityDataType@CCombatAbilityData@@UBE?AW4ECombatAbilityDataType@@XZ
0044c4a0	agree	?GetCombatAbilityDataType@CCombatAbilityMeleeAttackData@@UBE?AW4ECombatAbilityDataType@@XZ	?GetCombatAbilityDataType@CCombatAbilityMeleeAttackData@@UBE?AW4ECombatAbilityDataType@@XZ
0044c4ca	agree	?GetCombatAbilityDataType@CCombatAbilityStrafingData@@UBE?AW4ECombatAbilityDataType@@XZ	?GetCombatAbilityDataType@CCombatAbilityStrafingData@@UBE?AW4ECombatAbilityDataType@@XZ
0044c4f8	agree	?GetCombatAbilityDataType@CCombatAbilityProjectileAttackData@@UBE?AW4ECombatAbilityDataType@@XZ	?GetCombatAbilityDataType@CCombatAbilityProjectileAttackData@@UBE?AW4ECombatAbilityDataType@@XZ
0044c549	agree	?GetSizeofClass@CCombatAbilityBlockCounterAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityBlockCounterAttackDef@@UAEKXZ
0044c561	agree	?GetSizeofClass@CCombatAbilityFlourishCounterAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityFlourishCounterAttackDef@@UAEKXZ
0044c579	agree	?GetSizeofClass@CCombatAbilityGetHitCounterAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityGetHitCounterAttackDef@@UAEKXZ
0044c599	agree	?GetSizeofClass@CCombatAbilityStrafeDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityStrafeDef@@UAEKXZ
0044c5b9	agree	?GetSizeofClass@CCombatAbilityUseProjectileWeaponDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityUseProjectileWeaponDef@@UAEKXZ
0044c5cf	agree	?GetSizeofClass@CDragonActionSwoopDef@@UAEKXZ	?GetSizeofClass@CDragonActionSwoopDef@@UAEKXZ
0044c5e5	agree	?GetSizeofClass@CDragonActionNapalmDef@@UAEKXZ	?GetSizeofClass@CDragonActionNapalmDef@@UAEKXZ
0044c5fb	agree	?GetSizeofClass@CDragonActionHoverDef@@UAEKXZ	?GetSizeofClass@CDragonActionHoverDef@@UAEKXZ
0044c611	agree	?GetSizeofClass@CAugmentationDef@@UAEKXZ	?GetSizeofClass@CAugmentationDef@@UAEKXZ
0044c627	agree	?GetSizeofClass@CAbilityDef@@UAEKXZ	?GetSizeofClass@CAbilityDef@@UAEKXZ
0044c63d	agree	?GetSizeofClass@CJackDragonDef@@UAEKXZ	?GetSizeofClass@CJackDragonDef@@UAEKXZ
0044c653	agree	?GetSizeofClass@CBriarRoseDef@@UAEKXZ	?GetSizeofClass@CBriarRoseDef@@UAEKXZ
0044c669	agree	?GetSizeofClass@CSnowTrollDef@@UAEKXZ	?GetSizeofClass@CSnowTrollDef@@UAEKXZ
0044c67f	agree	?GetSizeofClass@CGuildMasterDef@@UAEKXZ	?GetSizeofClass@CGuildMasterDef@@UAEKXZ
0044c695	agree	?GetSizeofClass@CSummonerDef@@UAEKXZ	?GetSizeofClass@CSummonerDef@@UAEKXZ
0044c6ab	agree	?GetSizeofClass@CExplosiveTrailDef@@UAEKXZ	?GetSizeofClass@CExplosiveTrailDef@@UAEKXZ
0044f619	agree	?GetSizeofClass@CThingMultiArrowShotDef@@UAEKXZ	?GetSizeofClass@CThingMultiArrowShotDef@@UAEKXZ
0044fadc	disagree	TransferBinaryIn	?TransferBinaryIn@CCombatAbilityData@@UAEXAAVCMemoryDataInputStream@@AAV1@@Z
00451ca2	disagree	InitialiseDefaultCameraTags	?Transfer@CThingMultiArrowShotDef@@UAEXAAVCPersistContext@@@Z
00451d28	disagree	InitialiseDefaultCameraTags	?Transfer@CInventoryItemDef@@UAEXAAVCPersistContext@@@Z
0045212a	disagree	InitialiseDefaultCameraTags	?Transfer@CPhysicsDef@@UAEXAAVCPersistContext@@@Z
00452184	disagree	ClipBox	?Transfer@CTCNoiseDef@@UAEXAAVCPersistContext@@@Z
00452256	disagree	insert<std::_Deque_const_iterator<NUISystem::CComponent*,std::allocator<NUISystem::CComponent*>_>_>	?Transfer@CCarrySlotDef@@UAEXAAVCPersistContext@@@Z
004522c6	disagree	ClipBox	?Transfer@CSmashableDef@@UAEXAAVCPersistContext@@@Z
00452398	disagree	InitialiseDefaultCameraTags	?Transfer@CHeroMarriageDef@@UAEXAAVCPersistContext@@@Z
00452593	agree	?Transfer@CSpecialAbilitiesDrainLifeDataDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CSpecialAbilitiesDrainLifeDataDef@@UAEXAAVCPersistContext@@@Z
004525a3	agree	?Transfer@CSpecialAbilitiesForcePushDataDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CSpecialAbilitiesForcePushDataDef@@UAEXAAVCPersistContext@@@Z
004525e3	agree	?GetSizeofClass@CVillagePeopleDef@@UAEKXZ	?GetSizeofClass@CVillagePeopleDef@@UAEKXZ
004525e9	disagree	InitialiseDefaultCameraTags	?Transfer@CCreatureStatsDef@@UAEXAAVCPersistContext@@@Z
0045266b	agree	?GetSizeofClass@CHitLocationsDef@@UAEKXZ	?GetSizeofClass@CHitLocationsDef@@UAEKXZ
0045266f	disagree	OnDraw	?Transfer@CCoopSpiritDef@@UAEXAAVCPersistContext@@@Z
004526b3	disagree	OnDraw	?Transfer@CContextSensitiveItemDef@@UAEXAAVCPersistContext@@@Z
0045279b	disagree	InitialiseDefaultCameraTags	?Transfer@CBonusItemDef@@UAEXAAVCPersistContext@@@Z
00452884	disagree	InitialiseDefaultCameraTags	?Transfer@CHeroTitleDef@@UAEXAAVCPersistContext@@@Z
004529ae	disagree	InitialiseDefaultCameraTags	?Transfer@CTattooDef@@UAEXAAVCPersistContext@@@Z
00452b04	agree	?Transfer@CHairCardDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CHairCardDef@@UAEXAAVCPersistContext@@@Z
00452b14	disagree	insert<std::_Deque_const_iterator<NUISystem::CComponent*,std::allocator<NUISystem::CComponent*>_>_>	?Transfer@CCombatAbilityAttackBase@@UAEXAAVCPersistContext@@@Z
00452b93	disagree	ClipBox	?Transfer@CCombatAbilityStrafeDef@@UAEXAAVCPersistContext@@@Z
00452bb4	disagree	ClipBox	?Transfer@CCombatAbilityUseProjectileWeaponDef@@UAEXAAVCPersistContext@@@Z
00452be2	disagree	InitialiseDefaultCameraTags	?Transfer@CDragonActionSwoopDef@@UAEXAAVCPersistContext@@@Z
00452c94	disagree	insert<std::_Deque_const_iterator<NUISystem::CComponent*,std::allocator<NUISystem::CComponent*>_>_>	?Transfer@CDragonActionNapalmDef@@UAEXAAVCPersistContext@@@Z
00452ccd	agree	?Transfer@CDragonActionHoverDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CDragonActionHoverDef@@UAEXAAVCPersistContext@@@Z
00452cdd	disagree	InitialiseDefaultCameraTags	?Transfer@CAugmentationDef@@UAEXAAVCPersistContext@@@Z
00452df1	agree	?Transfer@CAbilityDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CAbilityDef@@UAEXAAVCPersistContext@@@Z
00452ea5	disagree	InitialiseDefaultCameraTags	?Transfer@CJackDragonDef@@UAEXAAVCPersistContext@@@Z
00452f8e	disagree	InitialiseDefaultCameraTags	?Transfer@CBriarRoseDef@@UAEXAAVCPersistContext@@@Z
00453014	disagree	InitialiseDefaultCameraTags	?Transfer@CSnowTrollDef@@UAEXAAVCPersistContext@@@Z
004530bb	disagree	ClipBox	?Transfer@CGuildMasterDef@@UAEXAAVCPersistContext@@@Z
004530dc	disagree	InitialiseDefaultCameraTags	?Transfer@CSummonerDef@@UAEXAAVCPersistContext@@@Z
00453178	agree	?Transfer@CExplosiveTrailDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CExplosiveTrailDef@@UAEXAAVCPersistContext@@@Z
004536a9	disagree	thunk_FUN_004536ae	?Copy@CThingMultiArrowShotDef@@UAEXPBVCDefClassBase@@@Z
00453705	disagree	thunk_FUN_0045370a	?Copy@CInventoryItemDef@@UAEXPBVCDefClassBase@@@Z
004537a0	disagree	thunk_FUN_004537a5	?Copy@CPhysicsDef@@UAEXPBVCDefClassBase@@@Z
004537e4	disagree	operator=	?Copy@CTCNoiseDef@@UAEXPBVCDefClassBase@@@Z
00453810	disagree	thunk_FUN_00453815	?Copy@CCarrySlotDef@@UAEXPBVCDefClassBase@@@Z
00453842	agree	?Copy@CSmashableDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CSmashableDef@@UAEXPBVCDefClassBase@@@Z
00453884	agree	?GetSizeofClass@CDegradableDef@@UAEKXZ	?GetSizeofClass@CDegradableDef@@UAEKXZ
00453899	disagree	thunk_FUN_0045389e	?Copy@CActionUseDef@@UAEXPBVCDefClassBase@@@Z
004538e5	agree	?GetSizeofClass@CTargetingDef@@UAEKXZ	?GetSizeofClass@CTargetingDef@@UAEKXZ
0045390c	disagree	thunk_FUN_00453911	?Copy@CHeroMarriageDef@@UAEXPBVCDefClassBase@@@Z
00453aae	agree	?Copy@CSpecialAbilitiesDrainLifeDataDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CSpecialAbilitiesDrainLifeDataDef@@UAEXPBVCDefClassBase@@@Z
00453ac7	agree	?Copy@CSpecialAbilitiesForcePushDataDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CSpecialAbilitiesForcePushDataDef@@UAEXPBVCDefClassBase@@@Z
00453b48	disagree	thunk_FUN_00453b4d	?Copy@CCreatureStatsDef@@UAEXPBVCDefClassBase@@@Z
00453be3	disagree	thunk_FUN_00453be8	?Copy@CCoopSpiritDef@@UAEXPBVCDefClassBase@@@Z
00453c1b	disagree	thunk_FUN_00453c20	?Copy@CContextSensitiveItemDef@@UAEXPBVCDefClassBase@@@Z
00453c53	disagree	thunk_FUN_00453c58	?Copy@CBonusItemDef@@UAEXPBVCDefClassBase@@@Z
00453ce5	disagree	thunk_FUN_00453cea	?Copy@CHeroTitleDef@@UAEXPBVCDefClassBase@@@Z
00453d41	disagree	thunk_FUN_00453d46	?Copy@CTattooDef@@UAEXPBVCDefClassBase@@@Z
00453dc7	agree	?Copy@CHairCardDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CHairCardDef@@UAEXPBVCDefClassBase@@@Z
00453e16	agree	?GetCombatAbilityDataType@CCombatAbilityBlockingData@@UBE?AW4ECombatAbilityDataType@@XZ	?GetCombatAbilityDataType@CCombatAbilityBlockingData@@UBE?AW4ECombatAbilityDataType@@XZ
00453e80	agree	?GetSizeofClass@CCombatAbilityBlockUnarmedAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityBlockUnarmedAttackDef@@UAEKXZ
00453e9a	agree	?GetSizeofClass@CCombatAbilityBlockLightWeaponAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityBlockLightWeaponAttackDef@@UAEKXZ
00453eb4	agree	?GetSizeofClass@CCombatAbilityBlockHeavyWeaponAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityBlockHeavyWeaponAttackDef@@UAEKXZ
00453ece	agree	?GetSizeofClass@CCombatAbilityBlockProjectileWeaponAttackDef@@UAEKXZ	?GetSizeofClass@CCombatAbilityBlockProjectileWeaponAttackDef@@UAEKXZ
00453ed2	agree	?Copy@CCombatAbilityFlourishCounterAttackDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CCombatAbilityFlourishCounterAttackDef@@UAEXPBVCDefClassBase@@@Z
00453f3f	agree	?Copy@CCombatAbilityGetHitCounterAttackDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CCombatAbilityGetHitCounterAttackDef@@UAEXPBVCDefClassBase@@@Z
00453f5e	disagree	thunk_FUN_00453f63	?Copy@CCombatAbilityStrafeDef@@UAEXPBVCDefClassBase@@@Z
00453f8e	disagree	thunk_FUN_00453f93	?Copy@CCombatAbilityUseProjectileWeaponDef@@UAEXPBVCDefClassBase@@@Z
00453fc4	disagree	thunk_FUN_00453fc9	?Copy@CDragonActionSwoopDef@@UAEXPBVCDefClassBase@@@Z
00454038	disagree	thunk_FUN_0045403d	?Copy@CDragonActionNapalmDef@@UAEXPBVCDefClassBase@@@Z
0045406a	agree	?Copy@CDragonActionHoverDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CDragonActionHoverDef@@UAEXPBVCDefClassBase@@@Z
00454083	disagree	thunk_FUN_00454088	?Copy@CAugmentationDef@@UAEXPBVCDefClassBase@@@Z
004540d3	agree	?Copy@CAbilityDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CAbilityDef@@UAEXPBVCDefClassBase@@@Z
004540ec	disagree	thunk_FUN_004540f1	?Copy@CJackDragonDef@@UAEXPBVCDefClassBase@@@Z
0045417e	disagree	thunk_FUN_00454183	?Copy@CBriarRoseDef@@UAEXPBVCDefClassBase@@@Z
004541da	disagree	thunk_FUN_004541df	?Copy@CSnowTrollDef@@UAEXPBVCDefClassBase@@@Z
00454248	agree	?Copy@CGuildMasterDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CGuildMasterDef@@UAEXPBVCDefClassBase@@@Z
00454267	disagree	thunk_FUN_0045426c	?Copy@CSummonerDef@@UAEXPBVCDefClassBase@@@Z
004542cf	disagree	thunk_FUN_004542d4	?Copy@CExplosiveTrailDef@@UAEXPBVCDefClassBase@@@Z
0045442f	disagree	thunk_FUN_00454434	?Copy@CDegradableDef@@UAEXPBVCDefClassBase@@@Z
00454643	agree	?GetSizeofClass@CSpecialEffectsDef@@UAEKXZ	?GetSizeofClass@CSpecialEffectsDef@@UAEKXZ
00454690	agree	?GetSizeofClass@CTextureReplacementDef@@UAEKXZ	?GetSizeofClass@CTextureReplacementDef@@UAEKXZ
004546d5	agree	?GetSizeofClass@CAppearanceModifierDef@@UAEKXZ	?GetSizeofClass@CAppearanceModifierDef@@UAEKXZ
0045473a	disagree	thunk_FUN_0045473f	?Copy@CVillagePeopleDef@@UAEXPBVCDefClassBase@@@Z
00454993	agree	?Copy@CHitLocationsDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CHitLocationsDef@@UAEXPBVCDefClassBase@@@Z
00454ab2	agree	?Copy@CCombatAbilityBlockCounterAttackDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CCombatAbilityBlockCounterAttackDef@@UAEXPBVCDefClassBase@@@Z
00454b88	agree	?GetSizeofClass@CThingBuildingDef@@UAEKXZ	?GetSizeofClass@CThingBuildingDef@@UAEKXZ
00454b8e	disagree	Transfer	?Transfer@CThingBuildingDef@@UAEXAAVCPersistContext@@@Z
00454dc5	agree	?GetSizeofClass@CThingHolySiteDef@@UAEKXZ	?GetSizeofClass@CThingHolySiteDef@@UAEKXZ
